,Road_Configuration,Light_Condition
17807,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17808,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17809,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17810,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17811,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17812,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17813,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
17814,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17815,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17816,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17817,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17818,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17819,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17820,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17821,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17822,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17823,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17824,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17825,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17826,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17827,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17828,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17829,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17830,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17831,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17832,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17833,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17834,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17835,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17836,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17837,UNKNOWN,UNKNOWN
17838,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17839,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17840,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17841,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17842,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17843,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17844,UNKNOWN,UNKNOWN
17845,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17846,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17847,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17848,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17849,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17850,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17851,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17852,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
17853,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17854,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17855,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17856,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17857,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17858,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17859,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17860,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17861,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17862,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17863,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17864,UNKNOWN,UNKNOWN
17865,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17866,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17867,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
17868,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17869,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17870,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17871,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17872,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17873,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17874,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17875,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17876,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17877,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17878,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17879,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17880,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17881,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17882,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17883,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17884,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17885,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17886,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17887,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17888,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17889,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17890,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17891,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17892,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17893,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17894,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17895,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17896,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17897,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17898,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17899,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
17900,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
17901,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17902,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17903,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17904,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17905,UNKNOWN,UNKNOWN
17906,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
17907,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
17908,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17909,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17910,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17911,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17912,"TWO-WAY,NOT DIVIDED",DUSK
17913,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17914,"TWO-WAY,NOT DIVIDED",DUSK
17915,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17916,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17917,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17918,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17919,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17920,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17921,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAWN
17922,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17923,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17924,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17925,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17926,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17927,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17928,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17929,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17930,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17931,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17932,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
17933,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17934,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17935,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17936,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17937,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17938,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17939,UNKNOWN,DAWN
17940,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17941,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17942,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17943,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17944,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17945,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17946,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17947,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17948,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17949,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17950,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17951,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17952,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17953,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17954,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17955,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17956,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17957,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17958,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17959,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17960,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17961,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17962,"ONE-WAY,NOT DIVIDED",DAYLIGHT
17963,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17964,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17965,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17966,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17967,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17968,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17969,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17970,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17971,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17972,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17973,UNKNOWN,UNKNOWN
17974,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17975,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17976,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
17977,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17978,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17979,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17980,UNKNOWN,UNKNOWN
17981,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17982,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
17983,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17984,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17985,"ONE-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
17986,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17987,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17988,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17989,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17990,"ONE-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
17991,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17992,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
17993,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17994,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17995,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17996,"TWO-WAY,NOT DIVIDED",DAYLIGHT
17997,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17998,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
17999,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18000,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18001,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18002,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18003,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18004,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18005,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAWN
18006,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18007,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18008,"ONE-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18009,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18010,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18011,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18012,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18013,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18014,"TWO-WAY,NOT DIVIDED",DUSK
18015,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18016,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18017,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18018,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18019,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18020,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18021,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18022,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18023,"ONE-WAY,NOT DIVIDED",DAYLIGHT
18024,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18025,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18026,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18027,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18028,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18029,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18030,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18031,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18032,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18033,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18034,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18035,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18036,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18037,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18038,UNKNOWN,UNKNOWN
18039,UNKNOWN,UNKNOWN
18040,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18041,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18042,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18043,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18044,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18045,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18046,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
18047,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18048,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18049,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18050,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18051,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18052,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18053,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18054,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18055,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DUSK
18056,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18057,UNKNOWN,UNKNOWN
18058,"ONE-WAY,NOT DIVIDED",DAYLIGHT
18059,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - ROADWAY NOT LIGHTED
18060,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18061,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18062,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18063,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18064,"ONE-WAY,NOT DIVIDED",DAYLIGHT
18065,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18066,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18067,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18068,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18069,"ONE-WAY,NOT DIVIDED",DAYLIGHT
18070,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18071,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18072,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18073,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18074,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18075,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18076,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18077,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18078,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18079,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18080,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
18081,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18082,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
18083,"ONE-WAY,NOT DIVIDED",DAYLIGHT
18084,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18085,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18086,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18087,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18088,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18089,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18090,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18091,"TWO-WAY,NOT DIVIDED",DARK - UNKNOWN LIGHTING
18092,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18093,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18094,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18095,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
18096,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18097,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18098,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18099,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18100,UNKNOWN,UNKNOWN
18101,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18102,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18103,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18104,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18105,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18106,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18107,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAWN
18108,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18109,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
18110,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18111,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18112,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18113,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18114,"TWO-WAY,NOT DIVIDED",UNKNOWN
18115,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18116,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18117,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18118,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18119,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18120,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
18121,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18122,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18123,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18124,UNKNOWN,DARK - LIGHTED ROADWAY
18125,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18126,"ONE-WAY,NOT DIVIDED",DAYLIGHT
18127,UNKNOWN,UNKNOWN
18128,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18129,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18130,"ONE-WAY,NOT DIVIDED",DAYLIGHT
18131,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18132,"TWO-WAY,NOT DIVIDED",DUSK
18133,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18134,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
18135,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18136,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18137,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18138,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18139,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18140,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18141,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18142,UNKNOWN,UNKNOWN
18143,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DUSK
18144,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18145,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18146,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DARK - LIGHTED ROADWAY
18147,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18148,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18149,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18150,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18151,"TWO-WAY,NOT DIVIDED",DUSK
18152,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18153,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
18154,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
18155,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18156,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18157,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18158,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18159,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18160,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18161,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18162,"TWO-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
18163,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18164,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18165,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18166,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18167,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18168,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - LIGHTED ROADWAY
18169,"TWO-WAY,NOT DIVIDED",DUSK
18170,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18171,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18172,"TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER",DAYLIGHT
18173,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAWN
18174,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18175,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18176,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DARK - ROADWAY NOT LIGHTED
18177,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18178,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18179,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18180,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18181,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAYLIGHT
18182,"TWO-WAY,NOT DIVIDED",DARK - LIGHTED ROADWAY
18183,"TWO-WAY,NOT DIVIDED",DAYLIGHT
18184,"ONE-WAY,NOT DIVIDED",DARK - ROADWAY NOT LIGHTED
18185,"TWO-WAY,DIVIDED,UNPROTECTED MEDIAN",DAWN
